disease,county,year,count
"Hepatitis C, Acute",Monterey,2015,2
"Hepatitis C, Acute",Monterey,2016,2
"Hepatitis C, Acute",Monterey,2017,7
"Hepatitis C, Acute",Monterey,2018,6
"Hepatitis C, Acute",Napa,2011,0
"Hepatitis C, Acute",Napa,2012,0
"Hepatitis C, Acute",Napa,2013,0
"Hepatitis C, Acute",Napa,2014,0
"Hepatitis C, Acute",Napa,2015,0
"Hepatitis C, Acute",Napa,2016,0
"Hepatitis C, Acute",Napa,2017,0
"Hepatitis C, Acute",Napa,2018,0
"Hepatitis C, Acute",Nevada,2011,0
"Hepatitis C, Acute",Nevada,2012,0
"Hepatitis C, Acute",Nevada,2013,0
"Hepatitis C, Acute",Nevada,2014,0
"Hepatitis C, Acute",Nevada,2015,0
"Hepatitis C, Acute",Nevada,2016,0
"Hepatitis C, Acute",Nevada,2017,0
"Hepatitis C, Acute",Nevada,2018,1
"Hepatitis C, Acute",Orange,2011,4
"Hepatitis C, Acute",Orange,2012,10
"Hepatitis C, Acute",Orange,2013,12
"Hepatitis C, Acute",Orange,2014,6
"Hepatitis C, Acute",Orange,2015,5
"Hepatitis C, Acute",Orange,2016,11
"Hepatitis C, Acute",Orange,2017,12
"Hepatitis C, Acute",Orange,2018,8
"Hepatitis C, Acute",Placer,2011,1
"Hepatitis C, Acute",Placer,2012,0
"Hepatitis C, Acute",Placer,2013,2
"Hepatitis C, Acute",Placer,2014,0
"Hepatitis C, Acute",Placer,2015,0
"Hepatitis C, Acute",Placer,2016,0
"Hepatitis C, Acute",Placer,2017,0
"Hepatitis C, Acute",Placer,2018,0
"Hepatitis C, Acute",Plumas,2011,0
"Hepatitis C, Acute",Plumas,2012,0
"Hepatitis C, Acute",Plumas,2013,0
"Hepatitis C, Acute",Plumas,2014,0
"Hepatitis C, Acute",Plumas,2015,0
"Hepatitis C, Acute",Plumas,2016,0
"Hepatitis C, Acute",Plumas,2017,0
"Hepatitis C, Acute",Plumas,2018,0
"Hepatitis C, Acute",Riverside,2011,2
"Hepatitis C, Acute",Riverside,2012,2
"Hepatitis C, Acute",Riverside,2013,5
"Hepatitis C, Acute",Riverside,2014,1
"Hepatitis C, Acute",Riverside,2015,1
"Hepatitis C, Acute",Riverside,2016,1
"Hepatitis C, Acute",Riverside,2017,6
"Hepatitis C, Acute",Riverside,2018,0
"Hepatitis C, Acute",Sacramento,2011,3
"Hepatitis C, Acute",Sacramento,2012,2
"Hepatitis C, Acute",Sacramento,2013,1
"Hepatitis C, Acute",Sacramento,2014,1
"Hepatitis C, Acute",Sacramento,2015,2
"Hepatitis C, Acute",Sacramento,2016,1
"Hepatitis C, Acute",Sacramento,2017,8
"Hepatitis C, Acute",Sacramento,2018,9
"Hepatitis C, Acute",San Benito,2011,0
"Hepatitis C, Acute",San Benito,2012,0
"Hepatitis C, Acute",San Benito,2013,0
"Hepatitis C, Acute",San Benito,2014,0
"Hepatitis C, Acute",San Benito,2015,0
"Hepatitis C, Acute",San Benito,2016,0
"Hepatitis C, Acute",San Benito,2017,0
"Hepatitis C, Acute",San Benito,2018,0
"Hepatitis C, Acute",San Bernardino,2011,7
"Hepatitis C, Acute",San Bernardino,2012,8
"Hepatitis C, Acute",San Bernardino,2013,4
"Hepatitis C, Acute",San Bernardino,2014,4
"Hepatitis C, Acute",San Bernardino,2015,2
"Hepatitis C, Acute",San Bernardino,2016,4
"Hepatitis C, Acute",San Bernardino,2017,0
"Hepatitis C, Acute",San Bernardino,2018,2
"Hepatitis C, Acute",San Diego,2011,1
"Hepatitis C, Acute",San Diego,2012,2
"Hepatitis C, Acute",San Diego,2013,2
"Hepatitis C, Acute",San Diego,2014,0
"Hepatitis C, Acute",San Diego,2015,2
"Hepatitis C, Acute",San Diego,2016,1
"Hepatitis C, Acute",San Diego,2017,4
"Hepatitis C, Acute",San Diego,2018,1
"Hepatitis C, Acute",San Francisco,2011,1
"Hepatitis C, Acute",San Francisco,2012,0
"Hepatitis C, Acute",San Francisco,2013,0
"Hepatitis C, Acute",San Francisco,2014,0
"Hepatitis C, Acute",San Francisco,2015,1
"Hepatitis C, Acute",San Francisco,2016,6
"Hepatitis C, Acute",San Francisco,2017,10
"Hepatitis C, Acute",San Francisco,2018,14
"Hepatitis C, Acute",San Joaquin,2011,0
"Hepatitis C, Acute",San Joaquin,2012,0
"Hepatitis C, Acute",San Joaquin,2013,2
"Hepatitis C, Acute",San Joaquin,2014,1
"Hepatitis C, Acute",San Joaquin,2015,0
"Hepatitis C, Acute",San Joaquin,2016,0
"Hepatitis C, Acute",San Joaquin,2017,0
"Hepatitis C, Acute",San Joaquin,2018,2
"Hepatitis C, Acute",San Luis Obispo,2011,1
"Hepatitis C, Acute",San Luis Obispo,2012,0
"Hepatitis C, Acute",San Luis Obispo,2013,0
"Hepatitis C, Acute",San Luis Obispo,2014,1
"Hepatitis C, Acute",San Luis Obispo,2015,2
"Hepatitis C, Acute",San Luis Obispo,2016,3
"Hepatitis C, Acute",San Luis Obispo,2017,6
"Hepatitis C, Acute",San Luis Obispo,2018,5
"Hepatitis C, Acute",San Mateo,2011,0
"Hepatitis C, Acute",San Mateo,2012,0
"Hepatitis C, Acute",San Mateo,2013,4
"Hepatitis C, Acute",San Mateo,2014,0
"Hepatitis C, Acute",San Mateo,2015,4
"Hepatitis C, Acute",San Mateo,2016,1
"Hepatitis C, Acute",San Mateo,2017,0
"Hepatitis C, Acute",San Mateo,2018,0
"Hepatitis C, Acute",Santa Barbara,2011,0
"Hepatitis C, Acute",Santa Barbara,2012,2
"Hepatitis C, Acute",Santa Barbara,2013,3
"Hepatitis C, Acute",Santa Barbara,2014,3
"Hepatitis C, Acute",Santa Barbara,2015,3
"Hepatitis C, Acute",Santa Barbara,2016,5
"Hepatitis C, Acute",Santa Barbara,2017,2
"Hepatitis C, Acute",Santa Barbara,2018,2
"Hepatitis C, Acute",Santa Clara,2011,1
"Hepatitis C, Acute",Santa Clara,2012,0
"Hepatitis C, Acute",Santa Clara,2013,0
"Hepatitis C, Acute",Santa Clara,2014,1
"Hepatitis C, Acute",Santa Clara,2015,0
"Hepatitis C, Acute",Santa Clara,2016,1
"Hepatitis C, Acute",Santa Clara,2017,0
"Hepatitis C, Acute",Santa Clara,2018,1
"Hepatitis C, Acute",Santa Cruz,2011,0
"Hepatitis C, Acute",Santa Cruz,2012,0
"Hepatitis C, Acute",Santa Cruz,2013,2
"Hepatitis C, Acute",Santa Cruz,2014,0
"Hepatitis C, Acute",Santa Cruz,2015,0
"Hepatitis C, Acute",Santa Cruz,2016,0
"Hepatitis C, Acute",Santa Cruz,2017,1
"Hepatitis C, Acute",Santa Cruz,2018,1
"Hepatitis C, Acute",Shasta,2011,1
"Hepatitis C, Acute",Shasta,2012,2
"Hepatitis C, Acute",Shasta,2013,0
"Hepatitis C, Acute",Shasta,2014,0
"Hepatitis C, Acute",Shasta,2015,1
"Hepatitis C, Acute",Shasta,2016,0
"Hepatitis C, Acute",Shasta,2017,0
"Hepatitis C, Acute",Shasta,2018,0
"Hepatitis C, Acute",Sierra,2011,0
"Hepatitis C, Acute",Sierra,2012,0
"Hepatitis C, Acute",Sierra,2013,0
"Hepatitis C, Acute",Sierra,2014,0
"Hepatitis C, Acute",Sierra,2015,0
"Hepatitis C, Acute",Sierra,2016,0
"Hepatitis C, Acute",Sierra,2017,0
"Hepatitis C, Acute",Sierra,2018,0
"Hepatitis C, Acute",Siskiyou,2011,1
"Hepatitis C, Acute",Siskiyou,2012,0
"Hepatitis C, Acute",Siskiyou,2013,1
"Hepatitis C, Acute",Siskiyou,2014,0
"Hepatitis C, Acute",Siskiyou,2015,1
"Hepatitis C, Acute",Siskiyou,2016,0
"Hepatitis C, Acute",Siskiyou,2017,0
"Hepatitis C, Acute",Siskiyou,2018,0
"Hepatitis C, Acute",Solano,2011,0
"Hepatitis C, Acute",Solano,2012,0
"Hepatitis C, Acute",Solano,2013,0
"Hepatitis C, Acute",Solano,2014,0
"Hepatitis C, Acute",Solano,2015,0
"Hepatitis C, Acute",Solano,2016,0
"Hepatitis C, Acute",Solano,2017,0
"Hepatitis C, Acute",Solano,2018,0
"Hepatitis C, Acute",Sonoma,2011,0
"Hepatitis C, Acute",Sonoma,2012,0
"Hepatitis C, Acute",Sonoma,2013,0
"Hepatitis C, Acute",Sonoma,2014,0
"Hepatitis C, Acute",Sonoma,2015,0
"Hepatitis C, Acute",Sonoma,2016,0
"Hepatitis C, Acute",Sonoma,2017,0
"Hepatitis C, Acute",Sonoma,2018,0
"Hepatitis C, Acute",Stanislaus,2011,3
"Hepatitis C, Acute",Stanislaus,2012,1
"Hepatitis C, Acute",Stanislaus,2013,2
"Hepatitis C, Acute",Stanislaus,2014,1
"Hepatitis C, Acute",Stanislaus,2015,0
"Hepatitis C, Acute",Stanislaus,2016,1
"Hepatitis C, Acute",Stanislaus,2017,1
"Hepatitis C, Acute",Stanislaus,2018,3
"Hepatitis C, Acute",Sutter,2011,0
"Hepatitis C, Acute",Sutter,2012,1
"Hepatitis C, Acute",Sutter,2013,0
"Hepatitis C, Acute",Sutter,2014,0
"Hepatitis C, Acute",Sutter,2015,0
"Hepatitis C, Acute",Sutter,2016,0
"Hepatitis C, Acute",Sutter,2017,0
"Hepatitis C, Acute",Sutter,2018,0
"Hepatitis C, Acute",Tehama,2011,0
"Hepatitis C, Acute",Tehama,2012,1
"Hepatitis C, Acute",Tehama,2013,0
"Hepatitis C, Acute",Tehama,2014,0
"Hepatitis C, Acute",Tehama,2015,0
"Hepatitis C, Acute",Tehama,2016,0
"Hepatitis C, Acute",Tehama,2017,0
"Hepatitis C, Acute",Tehama,2018,0
"Hepatitis C, Acute",Trinity,2011,0
"Hepatitis C, Acute",Trinity,2012,0
"Hepatitis C, Acute",Trinity,2013,0
"Hepatitis C, Acute",Trinity,2014,0
"Hepatitis C, Acute",Trinity,2015,0
"Hepatitis C, Acute",Trinity,2016,0
"Hepatitis C, Acute",Trinity,2017,0
"Hepatitis C, Acute",Trinity,2018,0
"Hepatitis C, Acute",Tulare,2011,1
"Hepatitis C, Acute",Tulare,2012,1
"Hepatitis C, Acute",Tulare,2013,1
"Hepatitis C, Acute",Tulare,2014,0
"Hepatitis C, Acute",Tulare,2015,0
"Hepatitis C, Acute",Tulare,2016,1
"Hepatitis C, Acute",Tulare,2017,1
"Hepatitis C, Acute",Tulare,2018,1
"Hepatitis C, Acute",Tuolumne,2011,0
"Hepatitis C, Acute",Tuolumne,2012,0
"Hepatitis C, Acute",Tuolumne,2013,0
"Hepatitis C, Acute",Tuolumne,2014,0
"Hepatitis C, Acute",Tuolumne,2015,0
"Hepatitis C, Acute",Tuolumne,2016,1
"Hepatitis C, Acute",Tuolumne,2017,1
"Hepatitis C, Acute",Tuolumne,2018,2
"Hepatitis C, Acute",Ventura,2011,0
"Hepatitis C, Acute",Ventura,2012,2
"Hepatitis C, Acute",Ventura,2013,1
"Hepatitis C, Acute",Ventura,2014,1
"Hepatitis C, Acute",Ventura,2015,0
"Hepatitis C, Acute",Ventura,2016,0
"Hepatitis C, Acute",Ventura,2017,1
"Hepatitis C, Acute",Ventura,2018,2
"Hepatitis C, Acute",Yolo,2011,0
"Hepatitis C, Acute",Yolo,2012,1
"Hepatitis C, Acute",Yolo,2013,0
"Hepatitis C, Acute",Yolo,2014,1
"Hepatitis C, Acute",Yolo,2015,0
"Hepatitis C, Acute",Yolo,2016,0
"Hepatitis C, Acute",Yolo,2017,0
"Hepatitis C, Acute",Yolo,2018,0
"Hepatitis C, Acute",Yuba,2011,0
"Hepatitis C, Acute",Yuba,2012,0
"Hepatitis C, Acute",Yuba,2013,2
"Hepatitis C, Acute",Yuba,2014,0
"Hepatitis C, Acute",Yuba,2015,2
"Hepatitis C, Acute",Yuba,2016,0
"Hepatitis C, Acute",Yuba,2017,2
"Hepatitis C, Acute",Yuba,2018,1
Invasive Meningococcal Disease,Alameda,2001,16
Invasive Meningococcal Disease,Alameda,2002,9
Invasive Meningococcal Disease,Alameda,2003,14
Invasive Meningococcal Disease,Alameda,2004,7
Invasive Meningococcal Disease,Alameda,2005,8
Invasive Meningococcal Disease,Alameda,2006,6
Invasive Meningococcal Disease,Alameda,2007,10
Invasive Meningococcal Disease,Alameda,2008,5
Invasive Meningococcal Disease,Alameda,2009,4
Invasive Meningococcal Disease,Alameda,2010,2
Invasive Meningococcal Disease,Alameda,2011,4
Invasive Meningococcal Disease,Alameda,2012,10
Invasive Meningococcal Disease,Alameda,2013,5
Invasive Meningococcal Disease,Alameda,2014,5
Invasive Meningococcal Disease,Alameda,2015,2
Invasive Meningococcal Disease,Alameda,2016,5
Invasive Meningococcal Disease,Alameda,2017,5
Invasive Meningococcal Disease,Alameda,2018,3
Invasive Meningococcal Disease,Alpine,2001,0
Invasive Meningococcal Disease,Alpine,2002,0
Invasive Meningococcal Disease,Alpine,2003,0
Invasive Meningococcal Disease,Alpine,2004,0
Invasive Meningococcal Disease,Alpine,2005,0
Invasive Meningococcal Disease,Alpine,2006,0
Invasive Meningococcal Disease,Alpine,2007,0
Invasive Meningococcal Disease,Alpine,2008,0
Invasive Meningococcal Disease,Alpine,2009,0
Invasive Meningococcal Disease,Alpine,2010,0
Invasive Meningococcal Disease,Alpine,2011,0
Invasive Meningococcal Disease,Alpine,2012,0
Invasive Meningococcal Disease,Alpine,2013,0
Invasive Meningococcal Disease,Alpine,2014,0
Invasive Meningococcal Disease,Alpine,2015,0
Invasive Meningococcal Disease,Alpine,2016,0
Invasive Meningococcal Disease,Alpine,2017,0
Invasive Meningococcal Disease,Alpine,2018,0
Invasive Meningococcal Disease,Amador,2001,1
Invasive Meningococcal Disease,Amador,2002,0
Invasive Meningococcal Disease,Amador,2003,0
Invasive Meningococcal Disease,Amador,2004,0
Invasive Meningococcal Disease,Amador,2005,1
Invasive Meningococcal Disease,Amador,2006,1
Invasive Meningococcal Disease,Amador,2007,0
Invasive Meningococcal Disease,Amador,2008,0
Invasive Meningococcal Disease,Amador,2009,1
Invasive Meningococcal Disease,Amador,2010,0
Invasive Meningococcal Disease,Amador,2011,0
Invasive Meningococcal Disease,Amador,2012,0
Invasive Meningococcal Disease,Amador,2013,0
Invasive Meningococcal Disease,Amador,2014,0
Invasive Meningococcal Disease,Amador,2015,0
Invasive Meningococcal Disease,Amador,2016,0
Invasive Meningococcal Disease,Amador,2017,0
Invasive Meningococcal Disease,Amador,2018,0
Invasive Meningococcal Disease,Butte,2001,4
Invasive Meningococcal Disease,Butte,2002,3
Invasive Meningococcal Disease,Butte,2003,4
Invasive Meningococcal Disease,Butte,2004,4
Invasive Meningococcal Disease,Butte,2005,2
Invasive Meningococcal Disease,Butte,2006,1
Invasive Meningococcal Disease,Butte,2007,4
Invasive Meningococcal Disease,Butte,2008,1
Invasive Meningococcal Disease,Butte,2009,2
Invasive Meningococcal Disease,Butte,2010,2
Invasive Meningococcal Disease,Butte,2011,1
Invasive Meningococcal Disease,Butte,2012,1
Invasive Meningococcal Disease,Butte,2013,0
Invasive Meningococcal Disease,Butte,2014,0
Invasive Meningococcal Disease,Butte,2015,0
Invasive Meningococcal Disease,Butte,2016,1
Invasive Meningococcal Disease,Butte,2017,1
Invasive Meningococcal Disease,Butte,2018,0
Invasive Meningococcal Disease,Calaveras,2001,1
Invasive Meningococcal Disease,Calaveras,2002,1
Invasive Meningococcal Disease,Calaveras,2003,1
Invasive Meningococcal Disease,Calaveras,2004,2
Invasive Meningococcal Disease,Calaveras,2005,1
Invasive Meningococcal Disease,Calaveras,2006,0
Invasive Meningococcal Disease,Calaveras,2007,0
Invasive Meningococcal Disease,Calaveras,2008,1
Invasive Meningococcal Disease,Calaveras,2009,1
Invasive Meningococcal Disease,Calaveras,2010,0
Invasive Meningococcal Disease,Calaveras,2011,0
Invasive Meningococcal Disease,Calaveras,2012,0
Invasive Meningococcal Disease,Calaveras,2013,0
Invasive Meningococcal Disease,Calaveras,2014,0
Invasive Meningococcal Disease,Calaveras,2015,0
Invasive Meningococcal Disease,Calaveras,2016,0
Invasive Meningococcal Disease,Calaveras,2017,0
Invasive Meningococcal Disease,Calaveras,2018,0
Invasive Meningococcal Disease,California,2001,309
Invasive Meningococcal Disease,California,2002,251
Invasive Meningococcal Disease,California,2003,266
Invasive Meningococcal Disease,California,2004,199
Invasive Meningococcal Disease,California,2005,189
Invasive Meningococcal Disease,California,2006,196
Invasive Meningococcal Disease,California,2007,183
Invasive Meningococcal Disease,California,2008,196
Invasive Meningococcal Disease,California,2009,133
Invasive Meningococcal Disease,California,2010,121
Invasive Meningococcal Disease,California,2011,110
Invasive Meningococcal Disease,California,2012,88
Invasive Meningococcal Disease,California,2013,111
Invasive Meningococcal Disease,California,2014,55
Invasive Meningococcal Disease,California,2015,44
Invasive Meningococcal Disease,California,2016,80
Invasive Meningococcal Disease,California,2017,61
Invasive Meningococcal Disease,California,2018,43
Invasive Meningococcal Disease,Colusa,2001,0
Invasive Meningococcal Disease,Colusa,2002,0
Invasive Meningococcal Disease,Colusa,2003,0
Invasive Meningococcal Disease,Colusa,2004,0
Invasive Meningococcal Disease,Colusa,2005,0
Invasive Meningococcal Disease,Colusa,2006,0
Invasive Meningococcal Disease,Colusa,2007,0
Invasive Meningococcal Disease,Colusa,2008,0
Invasive Meningococcal Disease,Colusa,2009,0
Invasive Meningococcal Disease,Colusa,2010,0
Invasive Meningococcal Disease,Colusa,2011,0
Invasive Meningococcal Disease,Colusa,2012,0
Invasive Meningococcal Disease,Colusa,2013,1
Invasive Meningococcal Disease,Colusa,2014,0
Invasive Meningococcal Disease,Colusa,2015,1
Invasive Meningococcal Disease,Colusa,2016,0
Invasive Meningococcal Disease,Colusa,2017,0
Invasive Meningococcal Disease,Colusa,2018,0
Invasive Meningococcal Disease,Contra Costa,2001,9
Invasive Meningococcal Disease,Contra Costa,2002,14
Invasive Meningococcal Disease,Contra Costa,2003,11
Invasive Meningococcal Disease,Contra Costa,2004,7
Invasive Meningococcal Disease,Contra Costa,2005,7
Invasive Meningococcal Disease,Contra Costa,2006,3
Invasive Meningococcal Disease,Contra Costa,2007,7
Invasive Meningococcal Disease,Contra Costa,2008,4
Invasive Meningococcal Disease,Contra Costa,2009,7
Invasive Meningococcal Disease,Contra Costa,2010,3
Invasive Meningococcal Disease,Contra Costa,2011,3
Invasive Meningococcal Disease,Contra Costa,2012,2
Invasive Meningococcal Disease,Contra Costa,2013,4
Invasive Meningococcal Disease,Contra Costa,2014,1
Invasive Meningococcal Disease,Contra Costa,2015,0
Invasive Meningococcal Disease,Contra Costa,2016,1
Invasive Meningococcal Disease,Contra Costa,2017,2
Invasive Meningococcal Disease,Contra Costa,2018,2
Invasive Meningococcal Disease,Del Norte,2001,0
Invasive Meningococcal Disease,Del Norte,2002,0
Invasive Meningococcal Disease,Del Norte,2003,0
Invasive Meningococcal Disease,Del Norte,2004,0
Invasive Meningococcal Disease,Del Norte,2005,0
Invasive Meningococcal Disease,Del Norte,2006,0
Invasive Meningococcal Disease,Del Norte,2007,0
Invasive Meningococcal Disease,Del Norte,2008,1
Invasive Meningococcal Disease,Del Norte,2009,1
Invasive Meningococcal Disease,Del Norte,2010,0
Invasive Meningococcal Disease,Del Norte,2011,0
Invasive Meningococcal Disease,Del Norte,2012,0
Invasive Meningococcal Disease,Del Norte,2013,0
Invasive Meningococcal Disease,Del Norte,2014,0
Invasive Meningococcal Disease,Del Norte,2015,0
Invasive Meningococcal Disease,Del Norte,2016,0
Invasive Meningococcal Disease,Del Norte,2017,1
Invasive Meningococcal Disease,Del Norte,2018,1
Invasive Meningococcal Disease,El Dorado,2001,0
Invasive Meningococcal Disease,El Dorado,2002,0
Invasive Meningococcal Disease,El Dorado,2003,0
Invasive Meningococcal Disease,El Dorado,2004,3
Invasive Meningococcal Disease,El Dorado,2005,4
Invasive Meningococcal Disease,El Dorado,2006,1
Invasive Meningococcal Disease,El Dorado,2007,0
Invasive Meningococcal Disease,El Dorado,2008,2
Invasive Meningococcal Disease,El Dorado,2009,1
Invasive Meningococcal Disease,El Dorado,2010,0
Invasive Meningococcal Disease,El Dorado,2011,0
Invasive Meningococcal Disease,El Dorado,2012,0
Invasive Meningococcal Disease,El Dorado,2013,0
Invasive Meningococcal Disease,El Dorado,2014,1
Invasive Meningococcal Disease,El Dorado,2015,0
Invasive Meningococcal Disease,El Dorado,2016,0
Invasive Meningococcal Disease,El Dorado,2017,1
Invasive Meningococcal Disease,El Dorado,2018,0
Invasive Meningococcal Disease,Fresno,2001,12
Invasive Meningococcal Disease,Fresno,2002,6
Invasive Meningococcal Disease,Fresno,2003,12
Invasive Meningococcal Disease,Fresno,2004,4
Invasive Meningococcal Disease,Fresno,2005,3
Invasive Meningococcal Disease,Fresno,2006,1
Invasive Meningococcal Disease,Fresno,2007,4
Invasive Meningococcal Disease,Fresno,2008,6
Invasive Meningococcal Disease,Fresno,2009,7
Invasive Meningococcal Disease,Fresno,2010,6
Invasive Meningococcal Disease,Fresno,2011,2
Invasive Meningococcal Disease,Fresno,2012,6
Invasive Meningococcal Disease,Fresno,2013,4
Invasive Meningococcal Disease,Fresno,2014,2
Invasive Meningococcal Disease,Fresno,2015,1
Invasive Meningococcal Disease,Fresno,2016,1
Invasive Meningococcal Disease,Fresno,2017,3
Invasive Meningococcal Disease,Fresno,2018,1
Invasive Meningococcal Disease,Glenn,2001,0
Invasive Meningococcal Disease,Glenn,2002,0
Invasive Meningococcal Disease,Glenn,2003,0
Invasive Meningococcal Disease,Glenn,2004,0
Invasive Meningococcal Disease,Glenn,2005,0
Invasive Meningococcal Disease,Glenn,2006,0
Invasive Meningococcal Disease,Glenn,2007,0
Invasive Meningococcal Disease,Glenn,2008,0
Invasive Meningococcal Disease,Glenn,2009,0
Invasive Meningococcal Disease,Glenn,2010,0
Invasive Meningococcal Disease,Glenn,2011,0
Invasive Meningococcal Disease,Glenn,2012,0
Invasive Meningococcal Disease,Glenn,2013,0
Invasive Meningococcal Disease,Glenn,2014,0
Invasive Meningococcal Disease,Glenn,2015,0
Invasive Meningococcal Disease,Glenn,2016,0
Invasive Meningococcal Disease,Glenn,2017,0
Invasive Meningococcal Disease,Glenn,2018,0
Invasive Meningococcal Disease,Humboldt,2001,7
Invasive Meningococcal Disease,Humboldt,2002,5
Invasive Meningococcal Disease,Humboldt,2003,9
Invasive Meningococcal Disease,Humboldt,2004,6
Invasive Meningococcal Disease,Humboldt,2005,3
Invasive Meningococcal Disease,Humboldt,2006,1
Invasive Meningococcal Disease,Humboldt,2007,1
Invasive Meningococcal Disease,Humboldt,2008,2
Invasive Meningococcal Disease,Humboldt,2009,3
Invasive Meningococcal Disease,Humboldt,2010,4
Invasive Meningococcal Disease,Humboldt,2011,0
Invasive Meningococcal Disease,Humboldt,2012,0
Invasive Meningococcal Disease,Humboldt,2013,0
Invasive Meningococcal Disease,Humboldt,2014,0
Invasive Meningococcal Disease,Humboldt,2015,1
Invasive Meningococcal Disease,Humboldt,2016,0
Invasive Meningococcal Disease,Humboldt,2017,1
Invasive Meningococcal Disease,Humboldt,2018,1
Invasive Meningococcal Disease,Imperial,2001,0
Invasive Meningococcal Disease,Imperial,2002,1
Invasive Meningococcal Disease,Imperial,2003,0
Invasive Meningococcal Disease,Imperial,2004,0
Invasive Meningococcal Disease,Imperial,2005,0
Invasive Meningococcal Disease,Imperial,2006,4
Invasive Meningococcal Disease,Imperial,2007,0
Invasive Meningococcal Disease,Imperial,2008,0
Invasive Meningococcal Disease,Imperial,2009,1
Invasive Meningococcal Disease,Imperial,2010,0
Invasive Meningococcal Disease,Imperial,2011,0
Invasive Meningococcal Disease,Imperial,2012,0
Invasive Meningococcal Disease,Imperial,2013,0
Invasive Meningococcal Disease,Imperial,2014,0
Invasive Meningococcal Disease,Imperial,2015,0
Invasive Meningococcal Disease,Imperial,2016,0
Invasive Meningococcal Disease,Imperial,2017,0
Invasive Meningococcal Disease,Imperial,2018,0
Invasive Meningococcal Disease,Inyo,2001,0
Invasive Meningococcal Disease,Inyo,2002,0
Invasive Meningococcal Disease,Inyo,2003,0
Invasive Meningococcal Disease,Inyo,2004,0
Invasive Meningococcal Disease,Inyo,2005,0
Invasive Meningococcal Disease,Inyo,2006,0
Invasive Meningococcal Disease,Inyo,2007,0
Invasive Meningococcal Disease,Inyo,2008,0
Invasive Meningococcal Disease,Inyo,2009,0
Invasive Meningococcal Disease,Inyo,2010,0
Invasive Meningococcal Disease,Inyo,2011,0
Invasive Meningococcal Disease,Inyo,2012,0
Invasive Meningococcal Disease,Inyo,2013,0
Invasive Meningococcal Disease,Inyo,2014,0
Invasive Meningococcal Disease,Inyo,2015,0
Invasive Meningococcal Disease,Inyo,2016,0
Invasive Meningococcal Disease,Inyo,2017,0
Invasive Meningococcal Disease,Inyo,2018,0
Invasive Meningococcal Disease,Kern,2001,9
Invasive Meningococcal Disease,Kern,2002,3
Invasive Meningococcal Disease,Kern,2003,5
Invasive Meningococcal Disease,Kern,2004,4
Invasive Meningococcal Disease,Kern,2005,1
Invasive Meningococcal Disease,Kern,2006,10
Invasive Meningococcal Disease,Kern,2007,15
Invasive Meningococcal Disease,Kern,2008,26
Invasive Meningococcal Disease,Kern,2009,15
Invasive Meningococcal Disease,Kern,2010,7
Invasive Meningococcal Disease,Kern,2011,5
Invasive Meningococcal Disease,Kern,2012,9
Invasive Meningococcal Disease,Kern,2013,1
Invasive Meningococcal Disease,Kern,2014,4
Invasive Meningococcal Disease,Kern,2015,0
Invasive Meningococcal Disease,Kern,2016,1
Invasive Meningococcal Disease,Kern,2017,2
Invasive Meningococcal Disease,Kern,2018,1
Invasive Meningococcal Disease,Kings,2001,2
Invasive Meningococcal Disease,Kings,2002,0
Invasive Meningococcal Disease,Kings,2003,0
Invasive Meningococcal Disease,Kings,2004,1
Invasive Meningococcal Disease,Kings,2005,0
Invasive Meningococcal Disease,Kings,2006,0
Invasive Meningococcal Disease,Kings,2007,1
Invasive Meningococcal Disease,Kings,2008,0
Invasive Meningococcal Disease,Kings,2009,0
Invasive Meningococcal Disease,Kings,2010,1
Invasive Meningococcal Disease,Kings,2011,0
Invasive Meningococcal Disease,Kings,2012,0
Invasive Meningococcal Disease,Kings,2013,0
Invasive Meningococcal Disease,Kings,2014,0
Invasive Meningococcal Disease,Kings,2015,0
Invasive Meningococcal Disease,Kings,2016,0
Invasive Meningococcal Disease,Kings,2017,0
Invasive Meningococcal Disease,Kings,2018,0
Invasive Meningococcal Disease,Lake,2001,1
Invasive Meningococcal Disease,Lake,2002,1
Invasive Meningococcal Disease,Lake,2003,0
Invasive Meningococcal Disease,Lake,2004,0
Invasive Meningococcal Disease,Lake,2005,1
Invasive Meningococcal Disease,Lake,2006,2
Invasive Meningococcal Disease,Lake,2007,0
Invasive Meningococcal Disease,Lake,2008,0
Invasive Meningococcal Disease,Lake,2009,0
Invasive Meningococcal Disease,Lake,2010,0
Invasive Meningococcal Disease,Lake,2011,0
Invasive Meningococcal Disease,Lake,2012,1
Invasive Meningococcal Disease,Lake,2013,0
Invasive Meningococcal Disease,Lake,2014,1
Invasive Meningococcal Disease,Lake,2015,0
Invasive Meningococcal Disease,Lake,2016,0
Invasive Meningococcal Disease,Lake,2017,1
Invasive Meningococcal Disease,Lake,2018,0
Invasive Meningococcal Disease,Lassen,2001,0
Invasive Meningococcal Disease,Lassen,2002,0
Invasive Meningococcal Disease,Lassen,2003,0
Invasive Meningococcal Disease,Lassen,2004,0
Invasive Meningococcal Disease,Lassen,2005,0
Invasive Meningococcal Disease,Lassen,2006,0
Invasive Meningococcal Disease,Lassen,2007,0
Invasive Meningococcal Disease,Lassen,2008,0
Invasive Meningococcal Disease,Lassen,2009,0
Invasive Meningococcal Disease,Lassen,2010,0
Invasive Meningococcal Disease,Lassen,2011,0
